unit,CSP_1,CSP_2,CSP_3,CSP_4,label
,-2.552530534335378,-0.9080774107208922,-1.006978584516182,-1.8740826292430963,PATROL
,-2.731981246529753,-0.7586695365878438,-1.0780303365386679,-2.068654570801603,PATROL
,-2.9549074314587114,-0.6204403982917103,-1.1495241011585116,-2.3706343445172333,PATROL
,-2.8020313678239663,-0.5740509446205879,-1.1850561293512112,-2.6543412886512088,PATROL
,-2.3340266547879964,-0.7183828079568099,-1.1183617301647255,-2.42203991474188,PATROL
,-2.310453956828704,-0.7217440134555005,-1.1615951634201689,-2.2838301965844905,PATROL
,-2.3923058307183425,-0.6762143805450745,-1.174342427572384,-2.3966677577902753,PATROL
,-2.4034898716413045,-0.6200984728743465,-1.2950317476146358,-2.3246522639769522,PATROL
,-2.3338704475153285,-0.5891484208088739,-1.3685889663122313,-2.3664326776312774,PATROL
,-2.533076439638296,-0.5279963715098946,-1.413809873835383,-2.4351424004993882,PATROL
,-2.6175766326608274,-0.7806124489504245,-1.0401086708313263,-2.15866767199194,PATROL
,-2.4631949919706377,-0.8027808621773607,-1.1106362525957674,-1.984807558212808,PATROL
,-2.4493178207253243,-0.9957823254129788,-0.9791613401463476,-1.7803020199222386,PATROL
,-2.426966508493248,-0.9005308629592097,-1.1034757704591391,-1.7508533879756494,PATROL
,-2.438148073978,-0.9744809014111311,-0.929456052041648,-1.9623983801692138,PATROL
,-2.6932121677143175,-0.6750005759946666,-1.1939605364111143,-2.1189156041206343,PATROL
,-2.658834854509977,-0.5875187081364766,-1.3122072054533267,-2.253408092469624,PATROL
,-2.7352280674241634,-0.54611701396221,-1.322217058979747,-2.41482886015467,PATROL
,-2.4640060397499015,-0.757826883050985,-0.9910916656692669,-2.5895804751198837,PATROL
,-2.364271378507541,-0.8347061061605903,-0.9147853646660568,-2.6397710770717664,PATROL
,-2.128577733012252,-0.8011700821725425,-1.0336948958119274,-2.5704677180713746,PATROL
,-2.1919249404942205,-0.8583850393173735,-1.0208495726051292,-2.261791252553283,PATROL
,-2.6740255012407492,-0.9861886483380911,-0.8083337942378557,-2.185420227329719,PATROL
,-2.5558186808271244,-0.6877117933884817,-1.1571006723148336,-2.2514181814632215,PATROL
,-2.637657734280357,-0.8038887090407757,-1.049612417235097,-2.033986955407515,PATROL
