unit,CSP_1,CSP_2,CSP_3,CSP_4,label
,-4.057249440318373,-1.1292734479423636,-0.9255495137836074,-1.3351380480573942,FAULT
,-3.738643752728895,-1.2324437292141772,-1.0383660116701954,-1.1068406554005035,FAULT
,-3.522760007119585,-0.8856642718183986,-1.175063707539748,-1.3893280352031347,FAULT
,-3.8918554457745294,-0.9574256998522511,-1.1638917087593346,-1.2607401339373487,FAULT
,-3.3935357618360307,-0.9772662410341378,-1.3727432056023925,-1.0886789716882197,FAULT
,-3.886279858418437,-0.8831173669374129,-1.0459062272634272,-1.5389174412931608,FAULT
,-3.783488137399686,-0.7571087982421236,-1.371065182277317,-1.3688480621457686,FAULT
,-3.309116732887667,-0.842357511910596,-1.3527175460644623,-1.293821368490627,FAULT
,-3.843919535716736,-0.8041740556176853,-1.4431588357306508,-1.2209405924275492,FAULT
,-3.84651510670732,-1.0077044673944209,-1.1712345928536834,-1.192024605113489,FAULT
,-3.698798157654114,-0.9590143160569485,-1.0097785271176243,-1.4798290545038355,FAULT
,-3.9364691983719937,-0.9917705848632116,-1.126676609228196,-1.2536708000774035,FAULT
,-3.304008195808903,-1.207378738712177,-1.0890956017826119,-1.1154623294082464,FAULT
,-3.81845176040071,-0.8697730339934119,-1.0700981298501264,-1.532399486189695,FAULT
,-3.8581988368389726,-1.228926810704864,-0.7268756484315854,-1.595186989391572,FAULT
,-3.5072528790058906,-0.962054794168566,-0.8989666194049043,-1.7096787977804309,FAULT
,-3.7832073699893636,-1.0134368121450683,-1.0800526037458849,-1.292063475926521,FAULT
,-3.8058733706807866,-0.8750260506162997,-1.276508807557303,-1.2662050234458064,FAULT
,-3.6294390064880924,-0.7624812801255847,-1.0413878830701346,-1.8708220695858946,FAULT
,-3.9831440290165996,-0.9827354563982801,-0.8906448381791835,-1.6260952263899424,FAULT
,-3.9584213336755445,-0.9742677132951751,-0.9763719198502283,-1.4838504361882763,FAULT
,-3.7311301506010213,-0.7718949663944656,-1.1899315373889532,-1.5622887754012296,FAULT
,-3.701173680963819,-0.6763915920046919,-1.2590554519133235,-1.6986242671772482,FAULT
,-3.4779429420414263,-0.9465687061026213,-0.9281425275025468,-1.683237520638516,FAULT
,-4.194001558074185,-1.1768816290823738,-0.8269996674763308,-1.4299695232848861,FAULT
,-3.928245895780941,-1.195330342554648,-0.8563048388184077,-1.37440832668723,FAULT
,-3.324784628447471,-0.9584931282017324,-0.9553893202932242,-1.6302168927650802,FAULT
,-3.767496663070381,-0.9948271674482775,-1.1375219512442174,-1.2500506864591068,FAULT
,-3.5497657580768225,-1.1359146787716707,-1.1073169813121038,-1.1403846968146651,FAULT
,-3.96048759365108,-1.254555176511214,-0.7481710902308742,-1.5027731919372815,FAULT
,-3.8700155066520954,-0.9532039825567987,-1.0366785660441173,-1.431260560228688,FAULT
,-3.398795413332028,-0.8112002321937201,-1.209202514129246,-1.4968824327389996,FAULT
,-3.5749963630408974,-0.8579980081540919,-1.348721093379973,-1.2433986989285546,FAULT
,-3.5649504257129783,-0.9143873585500444,-1.3758101835953132,-1.1447461629774753,FAULT
,-3.576445133889506,-0.9706442812392508,-1.0602031141697217,-1.3991741386414633,FAULT
,-4.16624693600797,-0.7869191464907509,-1.3497587332221521,-1.3095494816925985,FAULT
,-3.652386065431738,-0.9587323927546144,-1.5084368402068922,-0.9957758747377841,FAULT
,-3.441031723479142,-0.7815118473857565,-1.447831979837918,-1.2903462334845242,FAULT
,-3.394987661087171,-0.8827586962002162,-1.0533783766997973,-1.5893349325410617,FAULT
,-3.4552892022320787,-1.0600259048985436,-0.8498772419246963,-1.6372840930431065,FAULT
,-3.996248340769694,-1.020142715638783,-0.9424008783880122,-1.4636898947933195,FAULT
,-3.668691697684079,-1.117552353222222,-1.156331825226641,-1.1002959886307233,FAULT
,-3.3315176424401765,-0.9208374059465602,-0.9931182839946748,-1.6313977633158911,FAULT
,-3.741032341407066,-1.0300040068510832,-1.0024909538714672,-1.377133785049652,FAULT
,-3.7317921913989998,-1.1298327454012398,-0.9178670349310729,-1.3720252105564918,FAULT
,-3.583266560132163,-0.8236909445265035,-1.0972278095480135,-1.6113846920917465,FAULT
,-3.6644692989016328,-0.8201803959859597,-1.0036416208913703,-1.7868446030196086,FAULT
,-3.724868209922384,-0.795579404342101,-1.0836507354118683,-1.6809014420790165,FAULT
,-4.002168701712525,-0.823301375060057,-1.105040305901649,-1.5533105195965033,FAULT
,-3.8405269082120754,-1.1345807227171345,-0.877345543408658,-1.4226454951473932,FAULT
,-3.30015224083212,-0.8834895807828664,-0.881262773273406,-1.998599403859508,FAULT
,-3.7126002391990798,-0.9098558637785447,-1.0843234011437055,-1.4487090263118547,FAULT
,-3.631371090727371,-1.157080896106927,-1.0302444028414797,-1.1966734677086233,FAULT
,-3.6627746474413847,-0.951266591876037,-0.9237950347035949,-1.6550746940129775,FAULT
,-3.396964872258848,-1.141617313953729,-0.8350793237997499,-1.5446664854184315,FAULT
,-3.411152762600863,-0.9860114170196419,-0.954249220977401,-1.5662156520564123,FAULT
,-3.7536637865873193,-1.0546915888431103,-1.155991564853439,-1.1598821147815377,FAULT
,-3.728857899592046,-0.9797860180407276,-1.3803006071056385,-1.052438713607262,FAULT
,-3.485427749971626,-0.7275472143169601,-1.2730631016481078,-1.5784521266230596,FAULT
,-3.7656443014865966,-0.9804575812404273,-1.1326275599149747,-1.2746731121659354,FAULT
,-3.5438476160582995,-0.8975647445057339,-1.5553436856983616,-1.042930750521838,FAULT
,-3.5564776133998746,-0.9212913827448711,-1.2657813543636325,-1.2329305961026698,FAULT
,-3.6550609807050725,-0.8283510556080464,-1.187439282603197,-1.4594248148661009,FAULT
,-3.2559929756874046,-0.9582092463445342,-1.0402102717907074,-1.4938887708937725,FAULT
,-3.5120701198729267,-1.0315317433776134,-1.0871572502040425,-1.2854332788707306,FAULT
,-3.823901465011666,-1.0525585854882333,-1.0960344182237063,-1.221050118167197,FAULT
,-3.4800278632069097,-0.9473815854541559,-0.9289326075423977,-1.6795204678584212,FAULT
,-3.8346435035713577,-1.0075058788655868,-1.035959447435971,-1.3533366178578379,FAULT
,-3.706420178341449,-1.2107503215704574,-0.8186994236381092,-1.4419921500088655,FAULT
,-3.7293177944354783,-1.1120120171641403,-0.8293196134359507,-1.5570913569518536,FAULT
,-3.624029890842039,-0.889438645067878,-0.9253336612223257,-1.7955291906886304,FAULT
,-3.3261221058177046,-0.8411467211716381,-1.0045717439261266,-1.7918556410274071,FAULT
,-3.9128129997725796,-1.065130400041809,-0.9120135645844893,-1.4540664458840094,FAULT
,-4.1030212687739125,-0.8150289521669642,-1.1751823239759862,-1.4606381188794813,FAULT
,-3.732150438287955,-0.8364456748828338,-1.0645765336129847,-1.6198057515359625,FAULT
,-4.215594673397976,-0.8041217536436892,-1.170651044896305,-1.4802061586499962,FAULT
,-3.924558317151288,-1.0023339240821987,-1.021939223526553,-1.3730585098884909,FAULT
,-3.9894520538076867,-0.8655945212971504,-1.052925523895986,-1.5522386826256527,FAULT
,-3.741326362238213,-0.9778934140003723,-0.8811557055351726,-1.6827023751277006,FAULT
,-3.475631957944976,-1.2732258043527054,-0.7308497539409817,-1.5719933279307412,FAULT
,-3.8472858611274905,-1.2419175184513422,-0.820276851694778,-1.3882048177391875,FAULT
,-3.6409420419780667,-1.240364977676121,-0.9733191394866305,-1.1819932595509606,FAULT
,-3.7357082576022336,-0.9950697891690468,-1.0011263372713544,-1.4313721886944573,FAULT
,-3.869852809111237,-1.0101898096286712,-1.1005100505206817,-1.2648297183410158,FAULT
,-3.596614240754913,-0.9453276920630904,-1.384869295086574,-1.0975882206510628,FAULT
,-3.885571590966694,-0.9712710468255645,-0.9571879372912413,-1.5283590609394004,FAULT
,-3.7080934751329524,-0.8318495733100023,-1.1965607367693312,-1.4354831046868035,FAULT
,-3.412401126631565,-0.7276036238467894,-1.4529359977662706,-1.3859335055421786,FAULT
,-3.9096713590557166,-0.7654533559021638,-1.353521287759959,-1.3606231508210107,FAULT
,-3.702301442126429,-1.056341416954919,-1.0920657420100672,-1.2307105443132953,FAULT
,-3.7166228492924587,-0.8904329174639776,-1.0884168900956759,-1.4764078919289776,FAULT
,-3.5761257265382995,-0.9842206109931787,-1.089812007991735,-1.3393878987104033,FAULT
,-3.4974245141849156,-1.1739080071891528,-1.103257152768444,-1.1123673090279655,FAULT
,-3.682338728419786,-0.8065894013580412,-1.144100196178352,-1.560896963314542,FAULT
,-3.7761820568845237,-1.1504305536364232,-0.7676064693697551,-1.6272612839995582,FAULT
,-3.747791264682088,-1.0516654229764169,-0.7952519870112248,-1.7395047089244815,FAULT
,-3.696211628379691,-1.1590380775665394,-0.9495297811317397,-1.292906611657483,FAULT
,-3.583629632676859,-0.9556738898938545,-1.1658961637010188,-1.2872488662328978,FAULT
,-3.8766929243282,-0.7737673051294625,-1.025941885805479,-1.8353976106221424,FAULT
,-4.128274332335531,-0.9191821348550306,-0.9462216137270294,-1.6253681791706303,FAULT
,-3.7994541221181186,-0.9216099655065192,-0.9996489325138449,-1.55244130686577,FAULT
,-3.645223381095765,-0.7429178520851263,-1.2205031701971352,-1.5941603386345833,FAULT
,-3.7631906561279305,-0.709245358674264,-1.1932834237224035,-1.7062183189185334,FAULT
,-3.4367917885244217,-0.8601163325438216,-1.021972480104415,-1.688291491179001,FAULT
,-4.150202181401845,-1.0428394820688565,-0.8757439022404125,-1.5360282496427395,FAULT
,-3.8950763790935246,-1.1668388491531647,-0.8478289830267427,-1.4272634333958616,FAULT
,-3.5239665644969604,-1.0067796314932302,-0.9090287919769796,-1.5984554306686414,FAULT
,-3.9586383675936614,-0.9509016988966549,-1.2134774807493403,-1.2128240300086175,FAULT
,-3.5793105093246527,-1.0404647654080663,-1.2700659378163972,-1.0847048761000095,FAULT
,-3.9110203505650074,-1.1461026313707923,-0.7832442630404202,-1.5838409385509282,FAULT
,-3.7529788747768764,-0.8230902188151935,-1.1168922503811358,-1.5597714016851871,FAULT
,-3.530460928471168,-0.75737412707372,-1.331873363709474,-1.4361980860928956,FAULT
,-3.7564135854382457,-0.8273692039720139,-1.5244314858818417,-1.1341674320102928,FAULT
,-3.542098581026383,-0.805091445583358,-1.6027539282964332,-1.1311586914239566,FAULT
,-3.9339970679254717,-0.9628624333673236,-0.9842146150363441,-1.4920833934153723,FAULT
,-4.408699244983706,-0.8637232283483133,-1.1106780548049615,-1.4401005362544788,FAULT
,-3.924393338203939,-0.9537538418149045,-1.4619065467182732,-1.0129118387849227,FAULT
,-3.54592935191298,-0.782828437948252,-1.365228480157073,-1.351991139624494,FAULT
,-3.907368256560955,-0.9168986976924342,-0.9392419949158927,-1.6648145061165809,FAULT
,-4.022367970541487,-1.2045775741093083,-0.7181370869730032,-1.6367526117523985,FAULT
,-4.064750206728721,-1.0991098751028843,-0.9248043800578796,-1.3741436235019158,FAULT
,-3.5003779875559844,-1.1441283330942948,-1.1731618720882948,-1.0731625359036734,FAULT
,-3.2626465331696286,-0.8903696946399862,-0.9513245390354793,-1.801931077399259,FAULT
,-3.874558967141103,-1.0895851914807746,-0.9464850330680327,-1.3673637947115398,FAULT
,-3.8835467457131094,-1.266677794124792,-0.8103100977252365,-1.374618800749297,FAULT
,-3.90630111388863,-0.8668608756184206,-0.9454649626772943,-1.7654043207610206,FAULT
,-3.746696635527784,-0.8307288742629276,-0.9287046450384919,-1.9268390378586584,FAULT
,-3.683218090786568,-0.761141059590336,-1.0908296669400206,-1.7614981560027274,FAULT
,-4.185013975492124,-0.8338798862070372,-1.1107285013441477,-1.5091478802824374,FAULT
,-3.7640984961125734,-1.1186547479321614,-0.8840552722026706,-1.4397448688918273,FAULT
,-3.577441476229917,-0.8863420886145813,-0.9566091034376482,-1.7389840905052498,FAULT
,-3.8996507304467056,-0.850299381487468,-1.2615821735682606,-1.3120836356163916,FAULT
,-3.5152802399741914,-1.002532139566834,-1.1817252613174969,-1.2154977102685678,FAULT
,-3.9370982602381814,-0.9275264972936096,-0.945138388603668,-1.6279143767774242,FAULT
,-3.6666620503475276,-1.194717448507486,-0.8410676164712454,-1.4254552985954911,FAULT
,-3.740406402197875,-1.1072331746470658,-0.8829626413901238,-1.4600372862389934,FAULT
,-3.940337847864232,-1.0816547588285454,-1.1024676042978958,-1.1728824542692302,FAULT
,-3.601671451367137,-0.9045115380507044,-1.4961240130021707,-1.067155235831641,FAULT
,-3.6009583901319666,-0.7363099418893124,-1.249851316169374,-1.573697733798965,FAULT
,-4.066349307629743,-1.0647776493772343,-1.04248249773409,-1.2535926933996826,FAULT
,-3.614320491666901,-0.7860867476136092,-1.7373370443396323,-1.074547967915933,FAULT
,-3.430698028474814,-0.7210855631690645,-1.6303816669637565,-1.2533146445347925,FAULT
,-3.5114081768288807,-0.6499189267064038,-1.5365936711840034,-1.4569552464134807,FAULT
,-3.5041568289157317,-0.8281617637908412,-1.1255861967285141,-1.5672692247796667,FAULT
,-3.893369850266477,-1.1294073554849013,-1.0582257113681937,-1.1733543368154222,FAULT
,-3.8658409680440764,-1.140582956635617,-1.1891597740924396,-1.035792212167907,FAULT
,-3.499203003669334,-0.9391852393310436,-1.0789681072971606,-1.4317681003942113,FAULT
,-3.744643563919563,-1.1123996435348213,-1.0560887677630173,-1.2047286672123916,FAULT
,-3.627814368576548,-1.203519290300266,-0.9259885601042833,-1.2831960606303712,FAULT
,-3.693167071396716,-0.9902009432160692,-0.931944621368079,-1.5615160778434853,FAULT
,-3.5130160778112938,-0.882455870429454,-0.9254626676624036,-1.8320840032137908,FAULT
,-3.284151221486703,-0.7908696827133006,-1.0367876985777131,-1.867655386143009,FAULT
,-4.026949854060056,-0.925494465431627,-1.0065227888972983,-1.5125456836784819,FAULT
,-4.148510351725573,-0.7937934134447565,-1.1811257599172145,-1.49097672539201,FAULT
,-3.7829227816102096,-0.9825972104896136,-0.8652645454223588,-1.7039346797123496,FAULT
,-3.935875655475238,-0.8751126140774526,-1.098906663141363,-1.4678467408870706,FAULT
,-3.5073849621978246,-1.1065565698066009,-1.0176444470829291,-1.2805524921869718,FAULT
,-3.6961963486630407,-0.9411338357613653,-1.1165009541856652,-1.3564497202804044,FAULT
,-3.7592040831276314,-0.9038176418629952,-0.9730510895112485,-1.6411914909748102,FAULT
,-3.5571559294959965,-1.096523521616216,-0.807490621439408,-1.653002852169703,FAULT
,-3.761669816627412,-0.9745616355499607,-1.0415244299509412,-1.4004699874529403,FAULT
,-3.7983946787551512,-1.1039720592744524,-1.0295622105321312,-1.2417491778764662,FAULT
,-3.5593846611816673,-0.9946077479651962,-0.9956989810951231,-1.4601128537087595,FAULT
,-3.861681201894338,-1.06298874019105,-0.9923626796787626,-1.3361881494057044,FAULT
,-3.515006340334693,-1.031571781524298,-1.3070081593784522,-1.0695071888933647,FAULT
,-3.8591449038123935,-0.8910329582838279,-1.1197419986907673,-1.4175034991679665,FAULT
,-3.7932057714417624,-0.6876497017783708,-1.331014548009428,-1.5582157689161902,FAULT
,-3.3488967645547385,-0.775415955627745,-1.323586168651178,-1.43470463942453,FAULT
,-3.8973890496542243,-0.8959206367128935,-1.3310887043313275,-1.1799825656883627,FAULT
,-3.7606587925494877,-0.9697893581563447,-1.2813244489635434,-1.139748712381024,FAULT
,-3.638269125244684,-0.872270033629672,-1.1071352278080642,-1.490783446098846,FAULT
,-3.862421683162259,-0.9532795554913609,-1.1075430719615635,-1.3350746280347217,FAULT
,-3.7161078049825895,-1.172372937716355,-1.0647298115301174,-1.1356315750957902,FAULT
,-3.6852211390554444,-0.880366735180458,-1.0283777494976132,-1.5960727986163725,FAULT
,-3.886372260838491,-1.2603844181310286,-0.646707883439027,-1.759283960884703,FAULT
,-3.579733280792442,-1.0477603625507583,-0.7834144696168098,-1.8045344977901063,FAULT
,-3.6719919093336255,-1.0953266970393878,-1.0467850298635821,-1.2410542488539185,FAULT
,-3.654456074322067,-0.9202905414479401,-1.2626811706523053,-1.2281745171835379,FAULT
,-3.628945701584046,-0.8338819024104034,-1.0044014440024829,-1.7554342157989646,FAULT
,-4.197918190373119,-0.9760139907458014,-0.9387169524320046,-1.5277024363350118,FAULT
